Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Elapsed Time.1,Moving Time,Distance.1,Elevation Gain,Average Watts,Max Watts,Weighted Average Power,Average Heart Rate,Max Heart Rate,Average Cadence,Calories,Relative Effort
1000294,"Sep 08, 2025, 12:00:00 AM",Commute,Ride,1628,9503.4,1628,1550,9503.4,75.3,184.0,603.8,198.7,143.0,170.2,92.4,206.7,68.4
1000295,"Sep 09, 2025, 12:00:00 AM",River Trail Ride,Ride,16310,115341.8,16310,15533,115341.8,1128.8,127.3,472.9,137.5,129.6,172.5,88.0,2508.5,75.6
1000296,"Sep 10, 2025, 12:00:00 AM",Hill Repeats,Ride,2754,19044.0,2754,2623,19044.0,243.1,157.3,567.8,169.8,137.5,190.7,86.8,414.2,111.1
1000297,"Sep 11, 2025, 12:00:00 AM",Commute,Ride,8779,54776.6,8779,8361,54776.6,517.1,143.5,445.9,155.0,124.7,171.8,81.6,1191.3,106.9
1000298,"Sep 12, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,6244,40307.5,6244,5947,40307.5,168.3,161.8,508.6,174.7,135.7,174.2,81.0,876.6,160.3
1000299,"Sep 13, 2025, 12:00:00 AM",River Trail Ride,Ride,8834,54128.8,8834,8413,54128.8,710.1,149.9,554.4,161.9,125.9,171.9,87.3,1177.2,158.2
1000300,"Sep 14, 2025, 12:00:00 AM",Commute,Ride,1964,11699.7,1964,1871,11699.7,62.0,177.6,614.2,191.8,147.7,166.2,86.4,254.4,98.8
1000301,"Sep 15, 2025, 12:00:00 AM",Commute,Ride,1011,6864.4,1011,963,6864.4,57.7,176.2,655.5,190.3,136.0,175.3,94.0,149.3,173.0
1000302,"Sep 17, 2025, 12:00:00 AM",River Trail Ride,Ride,5578,31880.7,5578,5312,31880.7,177.4,149.2,399.2,161.2,154.0,170.4,84.2,693.3,101.7
1000303,"Sep 18, 2025, 12:00:00 AM",Long Sunday Ride,Ride,22311,141938.8,22311,21248,141938.8,1660.0,172.3,556.5,186.1,163.5,170.1,90.7,3086.9,41.5
1000304,"Sep 19, 2025, 12:00:00 AM",Hill Repeats,Ride,7972,59918.1,7972,7592,59918.1,364.6,175.1,474.5,189.1,133.6,164.8,80.9,1303.1,173.2
1000305,"Sep 20, 2025, 12:00:00 AM",Morning Loop,Ride,9933,56114.5,9933,9460,56114.5,479.7,162.4,453.5,175.4,146.2,177.7,87.5,1220.4,143.0
1000306,"Sep 21, 2025, 12:00:00 AM",Commute,Ride,3685,25521.4,3685,3509,25521.4,235.1,163.8,615.8,176.9,145.4,165.9,86.3,555.0,98.0
1000307,"Sep 22, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,18245,102184.0,18245,17376,102184.0,1418.1,119.3,338.4,128.8,120.4,170.5,81.7,2222.3,37.8
1000308,"Sep 23, 2025, 12:00:00 AM",Commute,Ride,1582,10666.0,1582,1507,10666.0,149.6,156.3,417.3,168.8,157.5,172.0,83.9,232.0,31.7
1000309,"Sep 24, 2025, 12:00:00 AM",Morning Loop,Ride,5070,36953.2,5070,4829,36953.2,319.7,132.0,417.5,142.6,130.8,179.0,81.2,803.7,168.7
1000310,"Sep 25, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,7472,53063.7,7472,7116,53063.7,660.9,148.1,592.2,159.9,121.5,170.9,85.5,1154.0,116.6
1000311,"Sep 26, 2025, 12:00:00 AM",River Trail Ride,Ride,4926,35835.1,4926,4692,35835.1,344.3,134.9,385.1,145.6,144.0,172.1,91.0,779.3,91.9
1000312,"Sep 28, 2025, 12:00:00 AM",Hill Repeats,Ride,11382,80221.6,11382,10840,80221.6,976.8,176.7,649.6,190.8,126.7,178.3,90.1,1744.7,148.6
1000313,"Oct 01, 2025, 12:00:00 AM",Gravel Grind,Ride,6875,46789.9,6875,6548,46789.9,281.7,128.7,373.3,139.0,140.8,166.1,90.3,1017.6,99.5
1000314,"Oct 05, 2025, 12:00:00 AM",Gravel Grind,Ride,3337,24051.2,3337,3178,24051.2,384.1,143.5,386.0,155.0,132.5,172.1,90.7,523.1,30.0
1000315,"Oct 07, 2025, 12:00:00 AM",Long Sunday Ride,Ride,2676,19535.8,2676,2549,19535.8,271.2,134.4,452.5,145.2,153.5,169.8,80.3,424.9,63.3
1000316,"Oct 08, 2025, 12:00:00 AM",River Trail Ride,Ride,4203,27310.0,4203,4003,27310.0,332.9,169.1,612.8,182.6,138.1,179.6,83.6,593.9,174.3
1000317,"Oct 11, 2025, 12:00:00 AM",River Trail Ride,Ride,7574,51305.5,7574,7213,51305.5,785.4,150.2,478.7,162.2,163.8,184.6,77.0,1115.8,132.6
1000318,"Oct 13, 2025, 12:00:00 AM",Long Sunday Ride,Ride,14518,96876.6,14518,13827,96876.6,646.7,161.9,524.8,174.8,130.2,173.5,85.4,2106.9,141.8
1000319,"Oct 14, 2025, 12:00:00 AM",Commute,Ride,5532,37070.3,5532,5269,37070.3,204.6,155.3,596.7,167.8,142.4,169.7,82.4,806.2,77.6
1000320,"Oct 16, 2025, 12:00:00 AM",Hill Repeats,Ride,5201,38053.4,5201,4953,38053.4,152.4,94.7,236.8,102.2,140.2,160.5,83.7,827.6,79.0
1000321,"Oct 18, 2025, 12:00:00 AM",Hill Repeats,Ride,4611,26816.7,4611,4391,26816.7,332.7,148.3,565.8,160.2,154.8,169.4,82.6,583.2,125.2
1000322,"Oct 19, 2025, 12:00:00 AM",Hill Repeats,Virtual Ride,7897,45097.8,7897,7521,45097.8,568.1,145.8,501.2,157.4,144.4,179.8,94.6,980.8,67.2
1000323,"Oct 22, 2025, 12:00:00 AM",River Trail Ride,Virtual Ride,18554,106453.3,18554,17670,106453.3,704.4,176.6,501.5,190.8,149.7,180.6,76.8,2315.1,83.2
1000324,"Oct 24, 2025, 12:00:00 AM",Long Sunday Ride,Ride,2918,21227.4,2918,2779,21227.4,358.5,163.9,527.1,177.0,129.5,160.7,74.5,461.7,153.7
1000325,"Oct 25, 2025, 12:00:00 AM",Zwift Watopia,Ride,13464,97624.7,13464,12823,97624.7,503.4,153.4,415.2,165.7,121.7,162.9,83.7,2123.1,84.7
1000326,"Oct 28, 2025, 12:00:00 AM",Morning Loop,Ride,958,5595.0,958,912,5595.0,60.5,149.4,410.4,161.4,140.2,176.3,84.7,121.7,103.0
1000327,"Oct 29, 2025, 12:00:00 AM",Commute,Ride,2490,17752.8,2490,2372,17752.8,283.8,173.2,455.6,187.1,141.4,184.4,83.6,386.1,62.5
1000328,"Oct 30, 2025, 12:00:00 AM",Long Sunday Ride,Ride,5755,39080.3,5755,5481,39080.3,347.0,170.5,462.1,184.2,131.1,154.7,86.5,849.9,79.5
1000329,"Oct 31, 2025, 12:00:00 AM",Gravel Grind,Ride,14399,96658.7,14399,13713,96658.7,1135.0,170.7,603.5,184.3,123.8,177.4,89.1,2102.1,93.3
1000330,"Nov 03, 2025, 12:00:00 AM",Gravel Grind,Ride,2007,13287.8,2007,1911,13287.8,182.1,134.2,493.5,145.0,131.1,165.6,95.0,289.0,95.8
1000331,"Nov 05, 2025, 12:00:00 AM",River Trail Ride,Ride,5531,33453.8,5531,5267,33453.8,409.7,161.5,640.6,174.4,140.6,170.4,81.1,727.6,56.1
1000332,"Nov 08, 2025, 12:00:00 AM",Hill Repeats,Ride,4286,28911.4,4286,4082,28911.4,249.6,144.3,567.5,155.9,144.7,183.3,87.0,628.8,121.8
1000333,"Nov 10, 2025, 12:00:00 AM",Morning Loop,Ride,20461,124671.8,20461,19487,124671.8,538.1,143.2,443.6,154.7,126.0,178.8,88.8,2711.4,66.5
1000334,"Nov 11, 2025, 12:00:00 AM",Long Sunday Ride,Virtual Ride,4353,31205.7,4353,4146,31205.7,293.4,157.2,519.6,169.8,147.4,163.3,84.1,678.7,173.3
1000335,"Nov 13, 2025, 12:00:00 AM",Hill Repeats,Ride,1996,13222.9,1996,1901,13222.9,85.7,154.3,476.1,166.6,133.6,173.8,90.0,287.6,93.5
1000336,"Nov 17, 2025, 12:00:00 AM",Morning Loop,Ride,3550,25169.3,3550,3381,25169.3,377.8,139.2,541.0,150.3,139.0,170.4,77.6,547.4,53.5
1000337,"Nov 18, 2025, 12:00:00 AM",Hill Repeats,Virtual Ride,4962,28047.1,4962,4726,28047.1,353.9,162.2,577.8,175.2,140.6,174.7,82.5,610.0,115.0
1000338,"Nov 20, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,1975,13130.1,1975,1880,13130.1,186.0,153.6,413.4,165.9,140.5,176.4,81.5,285.6,165.3
1000339,"Nov 22, 2025, 12:00:00 AM",Long Sunday Ride,Ride,6113,43878.4,6113,5822,43878.4,183.3,150.7,391.3,162.8,139.0,162.1,79.2,954.3,122.5
1000340,"Nov 25, 2025, 12:00:00 AM",Hill Repeats,Ride,8426,53097.0,8426,8024,53097.0,552.8,154.9,446.6,167.3,125.6,171.9,94.4,1154.8,21.9
1000341,"Nov 26, 2025, 12:00:00 AM",Recovery Spin,Virtual Ride,2396,16952.9,2396,2282,16952.9,115.6,162.3,615.0,175.3,145.6,177.7,84.1,368.7,24.7
1000342,"Nov 27, 2025, 12:00:00 AM",Hill Repeats,Ride,20823,131386.9,20823,19831,131386.9,2100.6,132.8,502.7,143.4,130.4,174.7,80.5,2857.4,167.1
1000343,"Dec 05, 2025, 12:00:00 AM",Morning Loop,Virtual Ride,26624,168492.6,26624,25356,168492.6,1759.7,118.7,440.1,128.2,123.9,159.2,86.5,3664.4,172.1
1000344,"Dec 08, 2025, 12:00:00 AM",Zwift Watopia,Virtual Ride,6235,38260.0,6235,5938,38260.0,573.5,173.8,553.7,187.8,132.9,175.3,75.5,832.1,77.4
1000345,"Dec 10, 2025, 12:00:00 AM",Zwift Watopia,Ride,2447,17400.8,2447,2331,17400.8,121.9,164.6,533.2,177.7,121.7,172.3,86.3,378.4,65.2
1000346,"Dec 12, 2025, 12:00:00 AM",Morning Loop,Ride,4475,32017.5,4475,4262,32017.5,225.3,119.1,302.1,128.7,163.8,176.4,100.8,696.3,141.4
1000347,"Dec 16, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,2972,21251.6,2972,2830,21251.6,186.5,123.2,406.1,133.1,156.9,168.8,82.8,462.2,52.7
1000348,"Dec 17, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,4621,26167.8,4621,4401,26167.8,445.0,129.3,502.0,139.7,108.7,173.6,87.6,569.1,73.2
1000349,"Dec 23, 2025, 12:00:00 AM",River Trail Ride,Ride,25226,146792.8,25226,24025,146792.8,2151.8,157.8,409.3,170.4,148.2,181.5,74.3,3192.4,88.0
1000350,"Dec 25, 2025, 12:00:00 AM",Long Sunday Ride,Ride,5669,41650.9,5669,5399,41650.9,669.1,156.7,564.4,169.2,134.2,166.6,85.2,905.8,175.7
1000351,"Dec 26, 2025, 12:00:00 AM",River Trail Ride,Virtual Ride,4132,23529.2,4132,3935,23529.2,152.4,129.2,354.9,139.6,148.2,162.8,89.0,511.7,87.6
1000352,"Dec 31, 2025, 12:00:00 AM",Hill Repeats,Ride,7323,44666.1,7323,6974,44666.1,240.2,173.5,512.9,187.4,128.2,168.3,87.8,971.4,79.4
1000353,"Jan 03, 2026, 12:00:00 AM",Zwift Watopia,Ride,11936,69835.3,11936,11368,69835.3,923.0,115.2,296.4,124.4,141.0,165.5,80.0,1518.8,144.9
1000354,"Jan 04, 2026, 12:00:00 AM",Commute,Ride,7785,45972.2,7785,7414,45972.2,754.4,162.6,540.6,175.6,122.0,180.4,79.0,999.8,141.4
1000355,"Jan 05, 2026, 12:00:00 AM",Morning Loop,Ride,14393,103984.9,14393,13707,103984.9,561.3,189.5,752.9,204.6,177.3,176.9,83.9,2261.5,152.4
1000356,"Jan 06, 2026, 12:00:00 AM",River Trail Ride,Ride,9390,59415.0,9390,8943,59415.0,721.5,169.4,489.4,183.0,142.8,176.0,89.0,1292.2,63.9
1000357,"Jan 08, 2026, 12:00:00 AM",Hill Repeats,Virtual Ride,20789,155009.1,20789,19799,155009.1,1498.4,157.9,595.6,170.6,133.3,163.2,87.6,3371.1,136.3
1000358,"Jan 10, 2026, 12:00:00 AM",Long Sunday Ride,Ride,9188,51849.3,9188,8751,51849.3,831.6,149.4,461.9,161.3,148.0,163.3,82.7,1127.6,145.8
1000359,"Jan 11, 2026, 12:00:00 AM",Hill Repeats,Ride,4031,23798.0,4031,3839,23798.0,157.9,178.4,565.2,192.6,121.8,169.1,90.3,517.6,107.4
1000360,"Jan 12, 2026, 12:00:00 AM",Commute,Ride,6883,47141.6,6883,6556,47141.6,583.1,149.6,497.6,161.6,132.1,177.6,87.5,1025.2,48.7
1000361,"Jan 13, 2026, 12:00:00 AM",Recovery Spin,Ride,6882,40104.2,6882,6554,40104.2,258.0,177.2,707.2,191.4,134.3,165.1,89.2,872.2,127.6
1000362,"Jan 15, 2026, 12:00:00 AM",Commute,Ride,4060,28640.6,4060,3867,28640.6,290.6,163.1,546.1,176.1,123.6,181.7,86.6,622.9,165.0
1000363,"Jan 16, 2026, 12:00:00 AM",Morning Loop,Ride,6566,36710.9,6566,6254,36710.9,429.7,136.6,501.1,147.6,127.6,161.2,75.9,798.4,137.2
1000364,"Jan 17, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,9039,60221.4,9039,8609,60221.4,840.4,138.7,367.6,149.8,119.5,163.1,92.4,1309.7,29.1
1000365,"Jan 19, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,6194,46381.5,6194,5899,46381.5,210.1,146.3,581.5,158.0,153.4,183.6,82.8,1008.7,140.2
1000366,"Jan 20, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,2107,16111.3,2107,2006,16111.3,98.1,130.1,482.6,140.5,128.5,174.8,84.7,350.4,30.8
1000367,"Jan 23, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,2130,16086.5,2130,2028,16086.5,181.1,150.9,560.7,163.0,137.2,164.6,90.3,349.8,87.6
1000368,"Jan 26, 2026, 12:00:00 AM",Morning Loop,Ride,21515,121656.1,21515,20490,121656.1,1431.2,170.0,425.3,183.6,122.0,166.8,84.5,2645.8,63.0
1000369,"Jan 28, 2026, 12:00:00 AM",Zwift Watopia,Virtual Ride,16623,117378.8,16623,15832,117378.8,1874.4,120.3,327.5,130.0,142.5,172.6,80.7,2552.8,32.1
1000370,"Jan 30, 2026, 12:00:00 AM",River Trail Ride,Ride,24862,165463.2,24862,23678,165463.2,1427.2,152.8,598.1,165.1,133.4,169.8,95.0,3598.5,123.8
1000371,"Jan 31, 2026, 12:00:00 AM",Hill Repeats,Ride,18766,115926.0,18766,17873,115926.0,648.8,176.1,555.7,190.2,149.7,162.8,89.9,2521.2,70.1
1000372,"Feb 02, 2026, 12:00:00 AM",Zwift Watopia,Ride,10246,72134.2,10246,9758,72134.2,810.7,169.6,574.0,183.2,143.3,176.4,87.0,1568.8,52.4
1000373,"Feb 03, 2026, 12:00:00 AM",Morning Loop,Ride,10850,75955.3,10850,10333,75955.3,415.9,163.8,642.5,176.9,137.2,171.7,75.8,1651.9,92.0
1000374,"Feb 04, 2026, 12:00:00 AM",Zwift Watopia,Ride,6033,45790.7,6033,5746,45790.7,193.1,171.8,678.7,185.5,136.0,176.5,78.9,995.9,176.3
1000375,"Feb 05, 2026, 12:00:00 AM",River Trail Ride,Ride,2883,21707.3,2883,2745,21707.3,122.7,146.5,581.9,158.2,138.4,178.6,82.4,472.1,135.8
1000376,"Feb 06, 2026, 12:00:00 AM",Zwift Watopia,Ride,2312,13233.3,2312,2201,13233.3,174.5,184.3,534.0,199.0,156.6,161.7,89.1,287.8,134.2
1000377,"Feb 07, 2026, 12:00:00 AM",Morning Loop,Virtual Ride,16967,103179.3,16967,16159,103179.3,538.6,155.1,489.9,167.6,137.2,165.7,80.9,2243.9,63.3
1000378,"Feb 08, 2026, 12:00:00 AM",Zwift Watopia,Ride,12034,77213.9,12034,11461,77213.9,1195.1,143.2,379.9,154.7,133.0,173.9,88.0,1679.2,169.2
1000379,"Feb 09, 2026, 12:00:00 AM",Hill Repeats,Ride,6483,44869.6,6483,6174,44869.6,578.7,158.9,587.7,171.6,125.1,179.0,90.3,975.8,103.4
1000380,"Feb 10, 2026, 12:00:00 AM",Zwift Watopia,Virtual Ride,16667,101518.5,16667,15874,101518.5,525.5,162.9,499.1,176.0,137.5,180.6,99.2,2207.8,63.0
1000381,"Feb 12, 2026, 12:00:00 AM",Commute,Ride,9175,52601.8,9175,8738,52601.8,613.5,143.9,452.7,155.4,137.2,183.6,77.0,1144.0,132.9
1000382,"Feb 14, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,8820,49825.1,8820,8400,49825.1,407.4,189.1,629.9,204.2,130.8,167.6,90.2,1083.6,91.0
1000383,"Feb 16, 2026, 12:00:00 AM",Long Sunday Ride,Ride,3909,24113.0,3909,3723,24113.0,122.0,149.3,561.4,161.3,134.1,183.5,77.5,524.4,45.5
1000384,"Feb 17, 2026, 12:00:00 AM",Commute,Virtual Ride,8172,52670.7,8172,7783,52670.7,405.2,165.0,419.0,178.2,144.1,176.6,90.8,1145.5,37.7
1000385,"Feb 18, 2026, 12:00:00 AM",Gravel Grind,Ride,3476,19849.1,3476,3311,19849.1,297.2,126.9,406.9,137.0,175.4,182.0,76.9,431.7,152.6
1000386,"Feb 20, 2026, 12:00:00 AM",Long Sunday Ride,Ride,2539,16150.6,2539,2418,16150.6,140.6,160.2,507.7,173.0,136.9,171.0,87.0,351.2,76.7
1000387,"Feb 21, 2026, 12:00:00 AM",Morning Loop,Virtual Ride,8338,50167.7,8338,7941,50167.7,368.7,149.4,529.6,161.4,137.2,165.2,86.1,1091.0,51.0
1000388,"Feb 22, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,17126,124255.8,17126,16310,124255.8,1152.6,167.7,630.6,181.1,145.8,175.4,88.6,2702.3,90.3
1000389,"Feb 24, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,2530,18676.1,2530,2410,18676.1,188.3,156.4,409.6,168.9,146.7,164.7,82.5,406.2,46.4
1000390,"Feb 27, 2026, 12:00:00 AM",Hill Repeats,Virtual Ride,4175,30224.8,4175,3976,30224.8,386.0,168.8,613.6,182.3,151.0,162.0,85.3,657.3,33.4
1000391,"Feb 28, 2026, 12:00:00 AM",Hill Repeats,Virtual Ride,4005,30459.6,4005,3814,30459.6,441.8,157.7,412.9,170.4,137.4,169.5,99.6,662.4,59.3
1000392,"Mar 01, 2026, 12:00:00 AM",Gravel Grind,Ride,6043,44029.5,6043,5755,44029.5,253.1,121.7,437.0,131.4,133.2,180.2,97.5,957.6,86.5
1000393,"Mar 03, 2026, 12:00:00 AM",Recovery Spin,Ride,9904,66458.8,9904,9432,66458.8,1006.5,102.6,391.1,110.8,129.6,176.3,69.2,1445.3,159.3
1000394,"Mar 05, 2026, 12:00:00 AM",Hill Repeats,Ride,5517,35468.0,5517,5254,35468.0,329.2,129.0,435.2,139.3,141.0,164.6,86.5,771.4,74.0
1000395,"Mar 07, 2026, 12:00:00 AM",Recovery Spin,Ride,14859,106905.3,14859,14152,106905.3,1518.6,129.3,493.7,139.7,147.8,178.9,83.6,2325.0,52.7
1000396,"Mar 08, 2026, 12:00:00 AM",Hill Repeats,Ride,792,5350.2,792,754,5350.2,53.8,154.5,419.5,166.8,171.4,163.1,93.8,116.4,60.5
1000397,"Mar 09, 2026, 12:00:00 AM",Zwift Watopia,Ride,10186,57221.0,10186,9701,57221.0,891.6,154.9,398.7,167.3,161.1,175.0,87.3,1244.4,154.9
1000398,"Mar 10, 2026, 12:00:00 AM",Gravel Grind,Ride,1445,9147.4,1445,1376,9147.4,75.6,145.5,547.9,157.2,124.2,170.4,80.2,198.9,82.1
1000399,"Mar 12, 2026, 12:00:00 AM",Commute,Ride,5688,34243.9,5688,5417,34243.9,266.1,148.4,442.5,160.3,140.7,178.8,71.5,744.7,174.9
1000400,"Mar 14, 2026, 12:00:00 AM",Long Sunday Ride,Ride,15657,101381.3,15657,14911,101381.3,1611.7,137.2,499.2,148.1,142.5,181.6,82.0,2204.8,89.4
1000401,"Mar 17, 2026, 12:00:00 AM",Hill Repeats,Ride,3062,18981.4,3062,2917,18981.4,199.4,135.5,445.5,146.4,132.5,170.5,81.4,412.8,135.6
1000402,"Mar 18, 2026, 12:00:00 AM",Morning Loop,Ride,1119,8278.3,1119,1065,8278.3,53.4,162.4,517.1,175.3,126.3,170.4,85.0,180.0,148.7
1000403,"Mar 21, 2026, 12:00:00 AM",River Trail Ride,Ride,6143,40606.5,6143,5850,40606.5,495.9,179.6,514.2,194.0,145.5,183.6,89.2,883.1,148.5
1000404,"Mar 22, 2026, 12:00:00 AM",Recovery Spin,Ride,6872,52090.9,6872,6545,52090.9,525.1,157.6,432.5,170.2,129.7,183.2,89.2,1132.9,47.2
1000405,"Mar 26, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,6506,38269.1,6506,6196,38269.1,435.3,147.0,510.4,158.8,142.4,174.5,95.2,832.3,162.3
1000406,"Mar 28, 2026, 12:00:00 AM",Morning Loop,Ride,10604,59143.9,10604,10099,59143.9,835.9,128.8,347.5,139.1,144.8,186.5,83.7,1286.3,63.4
1000407,"Mar 29, 2026, 12:00:00 AM",Gravel Grind,Ride,4156,24983.1,4156,3958,24983.1,296.1,129.3,460.7,139.6,135.6,160.8,85.1,543.3,50.1
1000408,"Mar 30, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,7464,54846.2,7464,7109,54846.2,541.5,131.3,461.6,141.8,158.2,176.1,91.2,1192.8,147.4
1000409,"Apr 01, 2026, 12:00:00 AM",Zwift Watopia,Ride,17551,116255.1,17551,16715,116255.1,1461.2,127.6,432.7,137.8,150.7,173.4,88.3,2528.3,71.9
1000410,"Apr 02, 2026, 12:00:00 AM",Gravel Grind,Ride,3405,22340.4,3405,3243,22340.4,184.2,137.3,520.6,148.3,145.6,161.1,90.1,485.9,150.4
1000411,"Apr 03, 2026, 12:00:00 AM",Hill Repeats,Ride,2307,17156.1,2307,2197,17156.1,132.9,135.6,387.7,146.4,147.0,174.1,81.8,373.1,78.9
1000412,"Apr 04, 2026, 12:00:00 AM",Zwift Watopia,Ride,3796,27561.9,3796,3616,27561.9,252.1,148.2,530.7,160.0,144.2,159.5,85.6,599.4,71.7
1000413,"Apr 07, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,4834,30754.4,4834,4604,30754.4,130.9,143.0,510.3,154.4,148.8,174.7,86.9,668.8,59.8
1000414,"Apr 10, 2026, 12:00:00 AM",Hill Repeats,Ride,3790,23871.9,3790,3609,23871.9,185.4,152.1,580.2,164.3,149.1,176.9,78.9,519.2,23.6
1000415,"Apr 11, 2026, 12:00:00 AM",Recovery Spin,Ride,21122,122662.9,21122,20116,122662.9,885.3,144.7,401.5,156.3,144.0,183.5,91.5,2667.7,57.1
1000416,"Apr 13, 2026, 12:00:00 AM",Gravel Grind,Ride,15514,97602.2,15514,14775,97602.2,1332.7,123.4,472.6,133.3,147.5,182.6,87.3,2122.7,110.1
1000417,"Apr 14, 2026, 12:00:00 AM",Morning Loop,Ride,9146,59651.3,9146,8710,59651.3,319.1,154.6,521.9,167.0,152.5,173.2,85.1,1297.3,141.1
1000418,"Apr 16, 2026, 12:00:00 AM",Long Sunday Ride,Ride,12001,79213.4,12001,11430,79213.4,1211.1,139.8,436.2,151.0,146.0,160.8,87.2,1722.7,53.9
1000419,"Apr 18, 2026, 12:00:00 AM",Commute,Virtual Ride,7706,48276.2,7706,7339,48276.2,814.7,167.4,635.1,180.8,139.2,166.8,92.1,1049.9,79.7
1000420,"Apr 19, 2026, 12:00:00 AM",Zwift Watopia,Ride,26391,164758.4,26391,25134,164758.4,2779.2,173.2,434.1,187.0,140.0,161.8,91.7,3583.2,123.8
1000421,"Apr 20, 2026, 12:00:00 AM",Commute,Ride,10062,59303.0,10062,9582,59303.0,825.7,157.8,579.2,170.5,127.7,162.4,87.2,1289.7,132.8
1000422,"Apr 21, 2026, 12:00:00 AM",Commute,Ride,13385,86320.3,13385,12747,86320.3,817.9,139.1,355.7,150.3,146.3,182.6,90.1,1877.3,148.4
1000423,"Apr 22, 2026, 12:00:00 AM",Recovery Spin,Virtual Ride,8171,45473.5,8171,7782,45473.5,366.5,130.2,457.6,140.6,176.7,163.2,83.1,989.0,111.6
1000424,"Apr 24, 2026, 12:00:00 AM",Long Sunday Ride,Ride,6866,43039.8,6866,6539,43039.8,236.6,145.7,431.2,157.4,119.1,180.9,80.2,936.0,117.1
1000425,"Apr 25, 2026, 12:00:00 AM",Recovery Spin,Ride,21229,160361.1,21229,20218,160361.1,1576.7,146.9,441.6,158.6,144.0,178.4,87.6,3487.5,161.8
1000426,"Apr 28, 2026, 12:00:00 AM",Long Sunday Ride,Virtual Ride,4677,29465.6,4677,4454,29465.6,185.2,132.0,374.4,142.5,152.0,174.3,85.4,640.8,94.4
1000427,"Apr 30, 2026, 12:00:00 AM",Morning Loop,Ride,23895,157928.9,23895,22758,157928.9,856.1,146.3,506.2,158.0,134.2,174.7,86.9,3434.6,170.1
1000428,"May 04, 2026, 12:00:00 AM",River Trail Ride,Ride,14043,102723.9,14043,13374,102723.9,454.8,136.7,419.7,147.6,137.9,166.7,80.8,2234.0,95.1
1000429,"May 07, 2026, 12:00:00 AM",River Trail Ride,Ride,3937,27078.5,3937,3750,27078.5,210.7,144.4,419.5,155.9,119.6,168.3,81.3,588.9,67.9
1000430,"May 09, 2026, 12:00:00 AM",River Trail Ride,Ride,10182,58633.9,10182,9697,58633.9,780.8,142.5,524.0,153.9,133.0,183.0,78.2,1275.2,30.0
1000431,"May 15, 2026, 12:00:00 AM",Coffee Shop Ride,Ride,8098,47586.6,8098,7712,47586.6,526.1,139.1,448.2,150.3,150.6,169.0,73.5,1034.9,110.1
1000432,"May 16, 2026, 12:00:00 AM",Commute,Virtual Ride,27038,154772.6,27038,25750,154772.6,812.9,147.3,388.2,159.1,142.8,163.5,78.0,3366.0,119.8
1000433,"May 19, 2026, 12:00:00 AM",Gravel Grind,Ride,5930,35740.2,5930,5647,35740.2,603.8,133.5,343.7,144.1,139.7,156.9,82.6,777.3,151.6
1000434,"May 26, 2026, 12:00:00 AM",Hill Repeats,Ride,4480,33290.2,4480,4267,33290.2,130.4,137.9,380.0,148.9,146.5,185.1,91.8,724.0,158.0
1000435,"May 31, 2026, 12:00:00 AM",Commute,Ride,8366,49564.9,8366,7968,49564.9,451.1,175.2,539.4,189.2,141.6,162.5,82.0,1077.9,98.3
1000436,"Jun 05, 2026, 12:00:00 AM",Hill Repeats,Virtual Ride,6086,34445.4,6086,5796,34445.4,560.9,185.0,715.3,199.8,134.9,180.3,83.4,749.1,72.5
1000437,"Jun 20, 2026, 12:00:00 AM",Recovery Spin,Ride,10555,58699.5,10555,10052,58699.5,898.1,141.6,476.4,152.9,144.1,174.1,77.5,1276.6,112.7
1000438,"Jun 27, 2026, 12:00:00 AM",Long Sunday Ride,Virtual Ride,15553,94316.3,15553,14812,94316.3,789.6,148.5,555.3,160.4,114.8,178.9,79.6,2051.2,111.3
1000439,"Jun 30, 2026, 12:00:00 AM",Commute,Ride,6560,43372.7,6560,6248,43372.7,434.1,133.6,349.1,144.3,131.4,175.5,82.4,943.3,65.7
1000440,"Jul 02, 2026, 12:00:00 AM",Long Sunday Ride,Ride,3306,18653.9,3306,3148,18653.9,125.7,156.3,445.8,168.8,133.6,181.6,85.7,405.7,155.2
